,id,salary_min,salary_max,description,category,label,tag,location,longitude,latitude,title,salary_is_predicted,adref,created,redirect_url,company,class,area
0,4227494562,65000.0,65000.0,"Data Engineer - Fintech - Remote Working - £60,000 - £70,000  Excellent Benefits Overview: A global FTSE250 Fintech organisation with over a billion-pound turnover are looking to recruit an experienced Data Engineer with Azure and SQL DB capabilities. This role will include working with a leading solution using data from internal & external sources to ensure the organisations competitive edge. The ideal candidate will be comfortable using Azure DevOps for code, development management, SSIS, and…","{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,"{'area': ['UK', 'London', 'Central London', 'Tower Hill'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Tower Hill, Central London'}",-0.076701,51.510394,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDIyNzQ5NDU2MiIsInMiOiJCUEhDNUxZdjdoR0d5aTRzb1RBXzRRIn0._9C7mD5x3iCXSqUAKXvbOe3bqiVt0w_Q8MD6m6ElXQg,2023-07-28T01:38:28Z,https://www.adzuna.co.uk/jobs/land/ad/4227494562?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=51A6B245AB25C84EFB8AB74A69DBC254D19E47E7,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Intec'}",,
1,4223758723,55900.03,55900.03,Who We Are: AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014. We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritized by a regional team close to them. This unique model has driven success for our clients…,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",,,"{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,Data Engineer,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBIQzVMWXY3aEdHeWk0c29UQV80USIsImkiOiI0MjIzNzU4NzIzIn0.HIEgb-hKz5IfrCT3yJTCe-NxZx7mWqNma_2LZo0Gz6Q,2023-07-25T23:39:27Z,https://www.adzuna.co.uk/jobs/land/ad/4223758723?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=140768CD4C10AAFBBEE1EF547A133A6ACF241A2A,"{'display_name': 'AND Digital', '__CLASS__': 'Adzuna::API::Response::Company'}",,
2,4225081460,100000.0,100000.0,Are you an experienced Data professional looking for an exciting new challenge? Would you like to join an established energy business as part of new digital transformation team driving the journey to Net Zero? Can you demonstrate a track record of working as a strategic partner bridging the gap between commercial business needs and the IT solutions? Do you have previous experience working in a fast paced commodities/trading environment? This newly created role operating as part of the global da…,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,,"{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,Lead Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBIQzVMWXY3aEdHeWk0c29UQV80USIsImkiOiI0MjI1MDgxNDYwIn0.JX_PZqsiKOl4HatZHQe0_r-Ju8SbPbJ__VsQjH5OO10,2023-07-26T20:08:14Z,https://www.adzuna.co.uk/jobs/land/ad/4225081460?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=7CA12A6A62D6E93E980699C899AEF3179AD4C391,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TURLEYWAY LIMITED'}",,
3,4205865088,60000.0,80000.0,"Senior Data Engineer - West London/Remote - Up to £80,000 Per Year I'm working with one of London's most prestigious Real Estate business, looking to hire a Senior Data Engineer. The business are looking for both Data Engineers and Senior Data Engineers to work within Digital and Product Development teams. The role will involve understanding he source of target data and using this to develop data integration solutions for migration purposes. It's essential that the successful candidate will hav…","{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}",,,Data Engineer/Senior Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDIwNTg2NTA4OCIsInMiOiJCUEhDNUxZdjdoR0d5aTRzb1RBXzRRIn0.pfRxynBzEoEC6zwFLdeVM2XfIh-TaX_eAc1cv6RKlyY,2023-07-14T15:23:39Z,https://www.adzuna.co.uk/jobs/land/ad/4205865088?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=B991D89AEA8AE4124E33CE26B6D6D12C456FAAEE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Henderson Scott'}",,
4,4195290656,60000.0,70000.0,"Job Title: Data Engineer Location: London - Old Street (2 days a week in the office) Salary: £60,000 - £70,000 with benefits package Our Company: We are working with a leading consultancy providing a wide variety of data-related services across various sectors. This firm has a collaborative and flat hierarchy, offering unlimited annual leave, diversity and inclusion focus groups, and weekly social activities both in person and virtually. The team is made up of diverse individuals with a 50:50 g…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",,,"{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}",,,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDE5NTI5MDY1NiIsInMiOiJCUEhDNUxZdjdoR0d5aTRzb1RBXzRRIn0.MV9r14bYDTi9spv_PSvMMEb8rP2uzlypKSiOcdUHtOM,2023-07-07T22:49:02Z,https://www.adzuna.co.uk/jobs/land/ad/4195290656?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=0ACCD53BB0D11B14E64276016F9312939A9D07C2,"{'display_name': 'Harnham   Data & Analytics Recruitment', '__CLASS__': 'Adzuna::API::Response::Company'}",,
5,4193518134,50000.0,70000.0,"DATA ENGINEER LONDON, CURRENTLY FLEXIBLE / HYBRID Salary: £50,000 - £70,000  BONUS LONDON This is an extremely technically driven company offering many benefits. They are data-driven and are situated globally, streaming, and using data to best help their customer. THE COMPANY This global retail company is heavily driven by Data and Analytics and is looking for a Data Engineer to deliver actionable and meaningful work. This company has a vast amount of data to work through and, you will be worki…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,,"{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}",,,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBIQzVMWXY3aEdHeWk0c29UQV80USIsImkiOiI0MTkzNTE4MTM0In0.Aq8Dso3qE-KcCYOBhPw_6PBOWH91I888pu5iomIlyiw,2023-07-06T22:55:07Z,https://www.adzuna.co.uk/jobs/land/ad/4193518134?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=D1313D61AB04C48A6CA8F6D84FD7EC5BFDCBE248,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Harnham   Data & Analytics Recruitment'}",,
6,4226767274,85000.0,90000.0,"Data Engineer - AWS, Python, NoSQL Up to £90,000  15% bonus  remote 35-hour working week, flexible start-finish times We have a great opportunity for a Data Engineer to work within a fast-moving digital ecommerce blue-chip business. This role will see you supporting the development of a state-of-the-art AWS based data platform and a bespoke data analytics application. Reporting to the Head of Advanced Analytics and Data Engineering, you'll work alongside a team of Data Engineers, Data Scientist…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}",,,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDIyNjc2NzI3NCIsInMiOiJCUEhDNUxZdjdoR0d5aTRzb1RBXzRRIn0.Woob-rOllgPK033kt3Au7uIQlzJ2Yh-sQS_Uw40NYEI,2023-07-27T19:54:39Z,https://www.adzuna.co.uk/jobs/land/ad/4226767274?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=2D509CF2D078410F39B19F4085D444F365E43B81,"{'display_name': 'Spectrum IT Recruitment', '__CLASS__': 'Adzuna::API::Response::Company'}",,
7,4199978577,60000.0,80000.0,"Join a cutting-edge company at the forefront of revolutionising the out-of-home entertainment industry As a Data Engineer, you'll be the driving force behind designing, optimizing, and maintaining the data systems, unlocking the potential to create an extraordinary connected guest experience at theme parks, zoos, resorts, and other out-of-home venues. You'll collaborate with data scientists and software developers, creatively integrating machine learning processes and ensuring data quality, sec…","{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}",,,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBIQzVMWXY3aEdHeWk0c29UQV80USIsImkiOiI0MTk5OTc4NTc3In0.dPVZzzwj2kpV9Tm6UcGyxrWN02W6oXxBtI1bKocpZb8,2023-07-11T11:37:13Z,https://www.adzuna.co.uk/jobs/land/ad/4199978577?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=FDC75857F86D158B101FC917597C6819F38297F1,"{'display_name': 'Understanding Recruitment', '__CLASS__': 'Adzuna::API::Response::Company'}",,
8,4189219861,75000.0,85000.0,"AWS Data Engineer, Remote (UK ONLY) GBP 85k  bonus  benefits Well-known digital marketplace client is looking for a Data Engineer to join their progressive and growing data team, supporting the development of a state-of-the-art data platform and bespoke data analytics application. You will need to be experienced in working with AWS and at least 2 years experience of working with Airflow. The role Development of new data models, core data sets, data extractions, transformations and loading proce…","{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}",,,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDE4OTIxOTg2MSIsInMiOiJCUEhDNUxZdjdoR0d5aTRzb1RBXzRRIn0.SFp34UmtDVKa59uaHsA_XYtrxsW3D8QIiBjDg8Xe7tw,2023-07-04T17:49:41Z,https://www.adzuna.co.uk/jobs/land/ad/4189219861?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=DBB9966F65B04B1829F9C4252BA10CDCF34BA3D7,"{'display_name': 'Arc IT Recruitment', '__CLASS__': 'Adzuna::API::Response::Company'}",,
9,4208966556,120000.0,132000.0,"Data Engineer - Insurance client Initial 6 Month Contract £500/day (Outside IR35) Hybrid I am currently recruiting for a Data Engineer for a London Market Insurance client of mine. The client is building a new team and are looking for candidates who are experienced with DynamoDB, Snowflake, DBT and Rockset. The role is hybrid and Outside IR35 Insurance or Financial Service is essential Eames Consulting is acting as an Employment Business in relation to this vacancy.","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}",,,Data Engineer,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBIQzVMWXY3aEdHeWk0c29UQV80USIsImkiOiI0MjA4OTY2NTU2In0.7_TtWtByag6zDaw0T59wv9HIlUIU5Dcx4rSoKdqf10w,2023-07-16T15:17:59Z,https://www.adzuna.co.uk/jobs/land/ad/4208966556?se=BPHC5LYv7hGGyi4soTA_4Q&utm_medium=api&utm_source=a432e053&v=EB3B546EBE56BE1125F119452931BCA66EFB9B4C,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Eames Consulting'}",,
